67,58,64
73,70,70
53,59,64
81,72,79
75,79,75
53,70,56
57,60,64
59,57,68
63,74,68
65,68,64
65,74,76
73,71,64
52,67,61
67,60,67
70,74,73
73,72,76
44,73,53
92,71,74
69,68,75
55,69,60
77,77,77
63,60,65
65,67,65
74,84,72
82,76,78
68,59,71
68,75,67
59,59,67
66,67,64
67,60,67
74,73,74
73,68,75
54,67,70
59,58,61
80,69,71
62,65,67
62,69,75
67,83,67
68,65,78
67,62,64
85,75,71
68,65,74
52,67,64
78,66,71
73,70,73
64,66,75
72,74,75
63,73,73
75,84,81
68,64,67
